0.000000000,0.000000000,1.988301418
0.000000000,0.009523810,0.988301418
0.000000000,0.180952381,0.970814238
0.011363636,0.180952381,0.970148154
0.011363636,0.190476190,0.969316456
0.022727273,0.190476190,0.969209683
0.022727273,0.238095238,0.965464156
0.034090909,0.238095238,0.963699927
0.034090909,0.257142857,0.962863608
0.045454545,0.257142857,0.962846809
0.045454545,0.295238095,0.960704885
0.056818182,0.295238095,0.959611227
0.056818182,0.380952381,0.951863513
0.068181818,0.380952381,0.951561305
0.068181818,0.390476190,0.951269854
0.102272727,0.390476190,0.947640158
0.102272727,0.400000000,0.946888691
0.113636364,0.400000000,0.946185791
0.113636364,0.409523810,0.945370170
0.147727273,0.409523810,0.944187941
0.147727273,0.428571429,0.942593530
0.227272727,0.428571429,0.940883921
0.227272727,0.447619048,0.939360046
0.238636364,0.447619048,0.938860744
0.238636364,0.457142857,0.937901489
0.352272727,0.457142857,0.932311595
0.352272727,0.466666667,0.931255186
0.363636364,0.466666667,0.931215735
0.363636364,0.476190476,0.930997063
0.500000000,0.476190476,0.925670378
0.500000000,0.495238095,0.925527896
0.511363636,0.495238095,0.925406347
0.511363636,0.504761905,0.925047977
0.545454545,0.504761905,0.924063377
0.545454545,0.514285714,0.923661372
0.556818182,0.514285714,0.923602916
0.556818182,0.523809524,0.923521840
0.568181818,0.523809524,0.923057268
0.568181818,0.542857143,0.921940694
0.636363636,0.542857143,0.918730225
0.636363636,0.552380952,0.918323049
0.693181818,0.552380952,0.916135995
0.693181818,0.561904762,0.916093744
0.704545455,0.561904762,0.915197172
0.704545455,0.571428571,0.915122312
0.795454545,0.571428571,0.912469604
0.795454545,0.580952381,0.912371602
0.920454545,0.580952381,0.909054098
0.920454545,0.590476190,0.908877114
1.034090909,0.590476190,0.906052082
1.034090909,0.600000000,0.905810136
1.068181818,0.600000000,0.904873643
1.068181818,0.609523810,0.904848869
1.136363636,0.609523810,0.903181163
1.136363636,0.619047619,0.902626514
1.181818182,0.619047619,0.900801240
1.181818182,0.628571429,0.899671286
1.215909091,0.628571429,0.898981810
1.215909091,0.638095238,0.898800160
1.443181818,0.638095238,0.893226029
1.443181818,0.647619048,0.893061402
1.454545455,0.647619048,0.892862712
1.454545455,0.657142857,0.892785851
1.465909091,0.657142857,0.892439458
1.465909091,0.666666667,0.892298948
1.590909091,0.666666667,0.889971223
1.590909091,0.676190476,0.888851302
1.636363636,0.676190476,0.887603808
1.636363636,0.685714286,0.887529861
1.647727273,0.685714286,0.887483492
1.647727273,0.695238095,0.887347574
1.875000000,0.695238095,0.881837506
1.875000000,0.704761905,0.881536049
2.000000000,0.704761905,0.878687264
2.000000000,0.714285714,0.878677148
2.056818182,0.714285714,0.877857615
2.056818182,0.723809524,0.877836497
2.193181818,0.723809524,0.873692079
2.193181818,0.733333333,0.873588064
2.340909091,0.733333333,0.870902571
2.340909091,0.742857143,0.870348183
2.386363636,0.742857143,0.869684319
2.386363636,0.752380952,0.869108454
2.397727273,0.752380952,0.869019169
2.397727273,0.761904762,0.868654139
2.852272727,0.761904762,0.858151512
2.852272727,0.771428571,0.857110188
2.909090909,0.771428571,0.855754820
2.909090909,0.780952381,0.855609522
3.079545455,0.780952381,0.852576870
3.079545455,0.809523810,0.852244949
3.125000000,0.809523810,0.849886270
3.125000000,0.819047619,0.849457186
3.295454545,0.819047619,0.844412170
3.295454545,0.828571429,0.844221251
3.363636364,0.828571429,0.842931215
3.363636364,0.838095238,0.842755754
3.511363636,0.838095238,0.839698637
3.511363636,0.847619048,0.838999496
3.829545455,0.847619048,0.831768840
3.829545455,0.857142857,0.831060484
4.193181818,0.857142857,0.824389454
4.193181818,0.866666667,0.824259808
4.295454545,0.866666667,0.823085473
4.295454545,0.876190476,0.822828000
5.386363636,0.876190476,0.801699985
5.386363636,0.885714286,0.801261917
7.181818182,0.885714286,0.764293531
7.181818182,0.895238095,0.764267673
9.159090909,0.895238095,0.731394172
