FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.340009001,0.464543879,0.333333343,0.602150559
0.340796580,0.464543879,0.333333343,0.602150559
0.341584158,0.466609061,0.333333343,0.604651153
0.342371737,0.466609061,0.333333343,0.604651153
0.343159316,0.466609061,0.333333343,0.604651153
0.343946895,0.466609061,0.333333343,0.604651153
0.344734473,0.466609061,0.333333343,0.604651153
0.345522052,0.466609061,0.333333343,0.604651153
0.346309631,0.466609061,0.333333343,0.604651153
0.347097210,0.466609061,0.333333343,0.604651153
0.347884788,0.466609061,0.333333343,0.604651153
0.348672367,0.466609061,0.333333343,0.604651153
0.349459946,0.466609061,0.333333343,0.604651153
0.350247525,0.466609061,0.333333343,0.604651153
0.351035104,0.466609061,0.333333343,0.604651153
0.351822682,0.466609061,0.333333343,0.604651153
0.352610261,0.468674928,0.336538464,0.605042040
0.353397840,0.468674928,0.336538464,0.605042040
0.354185419,0.468674928,0.336538464,0.605042040
0.354972997,0.468674928,0.336538464,0.605042040
0.355760576,0.468674928,0.336538464,0.605042040
0.356548155,0.468674928,0.336538464,0.605042040
0.357335734,0.468674928,0.336538464,0.605042040
0.358123312,0.468674928,0.336538464,0.605042040
0.358910891,0.468674928,0.336538464,0.605042040
0.359698470,0.468674928,0.336538464,0.605042040
0.360486049,0.468674928,0.336538464,0.605042040
0.361273627,0.468674928,0.336538464,0.605042040
0.362061206,0.468674928,0.336538464,0.605042040
0.362848785,0.468674928,0.336538464,0.605042040
0.363636364,0.470471770,0.339805812,0.605263174
0.364423942,0.470471770,0.339805812,0.605263174
0.365211521,0.470471770,0.339805812,0.605263174
0.365999100,0.470471770,0.339805812,0.605263174
0.366786679,0.470471770,0.339805812,0.605263174
0.367574257,0.470471770,0.339805812,0.605263174
0.368361836,0.470471770,0.339805812,0.605263174
0.369149415,0.470471770,0.339805812,0.605263174
0.369936994,0.470471770,0.339805812,0.605263174
0.370724572,0.470471770,0.339805812,0.605263174
0.371512151,0.470471770,0.339805812,0.605263174
0.372299730,0.470471770,0.339805812,0.605263174
0.373087309,0.470471770,0.339805812,0.605263174
0.373874887,0.470471770,0.339805812,0.605263174
0.374662466,0.470471770,0.339805812,0.605263174
0.375450045,0.472524196,0.341880351,0.608695626
0.376237624,0.472524196,0.341880351,0.608695626
0.377025203,0.472524196,0.341880351,0.608695626
0.377812781,0.472524196,0.341880351,0.608695626
0.378600360,0.472524196,0.341880351,0.608695626
0.379387939,0.472524196,0.341880351,0.608695626
0.380175518,0.472524196,0.341880351,0.608695626
0.380963096,0.472524196,0.341880351,0.608695626
0.381750675,0.472524196,0.341880351,0.608695626
0.382538254,0.472524196,0.341880351,0.608695626
0.383325833,0.472524196,0.341880351,0.608695626
0.384113411,0.472524196,0.341880351,0.608695626
0.384900990,0.472524196,0.341880351,0.608695626
0.385688569,0.472524196,0.341880351,0.608695626
0.386476148,0.474925935,0.341880351,0.611111104
0.387263726,0.474925935,0.341880351,0.611111104
0.388051305,0.474925935,0.341880351,0.611111104
0.388838884,0.474925935,0.341880351,0.611111104
0.389626463,0.474925935,0.341880351,0.611111104
0.390414041,0.474925935,0.341880351,0.611111104
0.391201620,0.474925935,0.341880351,0.611111104
0.391989199,0.474925935,0.341880351,0.611111104
0.392776778,0.474925935,0.341880351,0.611111104
0.393564356,0.474925935,0.341880351,0.611111104
0.394351935,0.474925935,0.341880351,0.611111104
0.395139514,0.474925935,0.341880351,0.611111104
0.395927093,0.474925935,0.341880351,0.611111104
0.396714671,0.474925935,0.341880351,0.611111104
0.397502250,0.474925935,0.341880351,0.611111104
0.398289829,0.477201343,0.342857152,0.613207519
0.399077408,0.477201343,0.342857152,0.613207519
0.399864986,0.477201343,0.342857152,0.613207519
0.400652565,0.477201343,0.342857152,0.613207519
0.401440144,0.477201343,0.342857152,0.613207519
0.402227723,0.477201343,0.342857152,0.613207519
0.403015302,0.477201343,0.342857152,0.613207519
0.403802880,0.477201343,0.342857152,0.613207519
0.404590459,0.477201343,0.342857152,0.613207519
0.405378038,0.477201343,0.342857152,0.613207519
0.406165617,0.477201343,0.342857152,0.613207519
0.406953195,0.477201343,0.342857152,0.613207519
0.407740774,0.477201343,0.342857152,0.613207519
0.408528353,0.477201343,0.342857152,0.613207519
0.409315932,0.479648411,0.345323741,0.615384638
0.410103510,0.479648411,0.345323741,0.615384638
0.410891089,0.479648411,0.345323741,0.615384638
0.411678668,0.479648411,0.345323741,0.615384638
0.412466247,0.479648411,0.345323741,0.615384638
0.413253825,0.479648411,0.345323741,0.615384638
0.414041404,0.479648411,0.345323741,0.615384638
0.414828983,0.479648411,0.345323741,0.615384638
0.415616562,0.479648411,0.345323741,0.615384638
0.416404140,0.479648411,0.345323741,0.615384638
0.417191719,0.479648411,0.345323741,0.615384638
0.417979298,0.479648411,0.345323741,0.615384638
0.418766877,0.479648411,0.345323741,0.615384638
0.419554455,0.479648411,0.345323741,0.615384638
0.420342034,0.479648411,0.345323741,0.615384638
0.421129613,0.481956750,0.349206358,0.619565189
0.421917192,0.481956750,0.349206358,0.619565189
0.422704770,0.481956750,0.349206358,0.619565189
0.423492349,0.481956750,0.349206358,0.619565189
0.424279928,0.481956750,0.349206358,0.619565189
0.425067507,0.481956750,0.349206358,0.619565189
0.425855086,0.481956750,0.349206358,0.619565189
0.426642664,0.481956750,0.349206358,0.619565189
0.427430243,0.481956750,0.349206358,0.619565189
0.428217822,0.481956750,0.349206358,0.619565189
0.429005401,0.481956750,0.349206358,0.619565189
0.429792979,0.481956750,0.349206358,0.619565189
0.430580558,0.481956750,0.349206358,0.619565189
0.431368137,0.481956750,0.349206358,0.619565189
0.432155716,0.484755516,0.351851851,0.623853207
0.432943294,0.484755516,0.351851851,0.623853207
0.433730873,0.484755516,0.351851851,0.623853207
0.434518452,0.484755516,0.351851851,0.623853207
0.435306031,0.484755516,0.351851851,0.623853207
0.436093609,0.484755516,0.351851851,0.623853207
0.436881188,0.484755516,0.351851851,0.623853207
0.437668767,0.484755516,0.351851851,0.623853207
0.438456346,0.484755516,0.351851851,0.623853207
0.439243924,0.484755516,0.351851851,0.623853207
0.440031503,0.484755516,0.351851851,0.623853207
0.440819082,0.484755516,0.351851851,0.623853207
0.441606661,0.484755516,0.351851851,0.623853207
0.442394239,0.484755516,0.351851851,0.623853207
0.443181818,0.487787127,0.355555564,0.632075489
0.443969397,0.487787127,0.355555564,0.632075489
0.444756976,0.487787127,0.355555564,0.632075489
0.445544554,0.487787127,0.355555564,0.632075489
0.446332133,0.487787127,0.355555564,0.632075489
0.447119712,0.487787127,0.355555564,0.632075489
0.447907291,0.487787127,0.355555564,0.632075489
0.448694869,0.487787127,0.355555564,0.632075489
0.449482448,0.487787127,0.355555564,0.632075489
0.450270027,0.487787127,0.355555564,0.632075489
0.451057606,0.487787127,0.355555564,0.632075489
0.451845185,0.487787127,0.355555564,0.632075489
0.452632763,0.487787127,0.355555564,0.632075489
0.453420342,0.487787127,0.355555564,0.632075489
0.454207921,0.487787127,0.355555564,0.632075489
0.454995500,0.490720510,0.357142866,0.639639616
0.455783078,0.490720510,0.357142866,0.639639616
0.456570657,0.490720510,0.357142866,0.639639616
0.457358236,0.490720510,0.357142866,0.639639616
0.458145815,0.490720510,0.357142866,0.639639616
0.458933393,0.490720510,0.357142866,0.639639616
0.459720972,0.490720510,0.357142866,0.639639616
0.460508551,0.490720510,0.357142866,0.639639616
0.461296130,0.490720510,0.357142866,0.639639616
0.462083708,0.490720510,0.357142866,0.639639616
0.462871287,0.490720510,0.357142866,0.639639616
0.463658866,0.490720510,0.357142866,0.639639616
0.464446445,0.490720510,0.357142866,0.639639616
0.465234023,0.490720510,0.357142866,0.639639616
0.466021602,0.493279308,0.357142866,0.641304374
0.466809181,0.493279308,0.357142866,0.641304374
0.467596760,0.493279308,0.357142866,0.641304374
0.468384338,0.493279308,0.357142866,0.641304374
0.469171917,0.493279308,0.357142866,0.641304374
0.469959496,0.493279308,0.357142866,0.641304374
0.470747075,0.493279308,0.357142866,0.641304374
0.471534653,0.493279308,0.357142866,0.641304374
0.472322232,0.493279308,0.357142866,0.641304374
0.473109811,0.493279308,0.357142866,0.641304374
0.473897390,0.493279308,0.357142866,0.641304374
0.474684968,0.493279308,0.357142866,0.641304374
0.475472547,0.493279308,0.357142866,0.641304374
0.476260126,0.493279308,0.357142866,0.641304374
0.477047705,0.493279308,0.357142866,0.641304374
0.477835284,0.496375531,0.359649122,0.644230783
0.478622862,0.496375531,0.359649122,0.644230783
0.479410441,0.496375531,0.359649122,0.644230783
0.480198020,0.496375531,0.359649122,0.644230783
0.480985599,0.496375531,0.359649122,0.644230783
0.481773177,0.496375531,0.359649122,0.644230783
0.482560756,0.496375531,0.359649122,0.644230783
0.483348335,0.496375531,0.359649122,0.644230783
0.484135914,0.496375531,0.359649122,0.644230783
0.484923492,0.496375531,0.359649122,0.644230783
0.485711071,0.496375531,0.359649122,0.644230783
0.486498650,0.496375531,0.359649122,0.644230783
0.487286229,0.496375531,0.359649122,0.644230783
0.488073807,0.496375531,0.359649122,0.644230783
0.488861386,0.500023901,0.361344546,0.650943398
0.489648965,0.500023901,0.361344546,0.650943398
0.490436544,0.500023901,0.361344546,0.650943398
0.491224122,0.500023901,0.361344546,0.650943398
0.492011701,0.500023901,0.361344546,0.650943398
0.492799280,0.500023901,0.361344546,0.650943398
0.493586859,0.500023901,0.361344546,0.650943398
0.494374437,0.500023901,0.361344546,0.650943398
0.495162016,0.500023901,0.361344546,0.650943398
0.495949595,0.500023901,0.361344546,0.650943398
0.496737174,0.500023901,0.361344546,0.650943398
0.497524752,0.500023901,0.361344546,0.650943398
0.498312331,0.500023901,0.361344546,0.650943398
0.499099910,0.500023901,0.361344546,0.650943398
0.499887489,0.500023901,0.361344546,0.650943398
0.500675068,0.504233479,0.365079373,0.655555546
0.501462646,0.504233479,0.365079373,0.655555546
0.502250225,0.504233479,0.365079373,0.655555546
0.503037804,0.504233479,0.365079373,0.655555546
0.503825383,0.504233479,0.365079373,0.655555546
0.504612961,0.504233479,0.365079373,0.655555546
0.505400540,0.504233479,0.365079373,0.655555546
0.506188119,0.504233479,0.365079373,0.655555546
0.506975698,0.504233479,0.365079373,0.655555546
0.507763276,0.504233479,0.365079373,0.655555546
0.508550855,0.504233479,0.365079373,0.655555546
0.509338434,0.504233479,0.365079373,0.655555546
0.510126013,0.504233479,0.365079373,0.655555546
0.510913591,0.504233479,0.365079373,0.655555546
0.511701170,0.508017957,0.369230777,0.659340680
0.512488749,0.508017957,0.369230777,0.659340680
0.513276328,0.508017957,0.369230777,0.659340680
0.514063906,0.508017957,0.369230777,0.659340680
0.514851485,0.508017957,0.369230777,0.659340680
0.515639064,0.508017957,0.369230777,0.659340680
0.516426643,0.508017957,0.369230777,0.659340680
0.517214221,0.508017957,0.369230777,0.659340680
0.518001800,0.508017957,0.369230777,0.659340680
0.518789379,0.508017957,0.369230777,0.659340680
0.519576958,0.508017957,0.369230777,0.659340680
0.520364536,0.508017957,0.369230777,0.659340680
0.521152115,0.508017957,0.369230777,0.659340680
0.521939694,0.508017957,0.369230777,0.659340680
0.522727273,0.511670947,0.369230777,0.666666687
0.523514851,0.512039065,0.369230777,0.666666687
0.524302430,0.512039065,0.369230777,0.666666687
0.525090009,0.512039065,0.369230777,0.666666687
0.525877588,0.512039065,0.369230777,0.666666687
0.526665167,0.512039065,0.369230777,0.666666687
0.527452745,0.512039065,0.369230777,0.666666687
0.528240324,0.512039065,0.369230777,0.666666687
0.529027903,0.512039065,0.369230777,0.666666687
0.529815482,0.512039065,0.369230777,0.666666687
0.530603060,0.512039065,0.369230777,0.666666687
0.531390639,0.512039065,0.369230777,0.666666687
0.532178218,0.512039065,0.369230777,0.666666687
0.532965797,0.512039065,0.369230777,0.666666687
0.533753375,0.512039065,0.369230777,0.666666687
0.534540954,0.515927851,0.378151268,0.669902921
0.535328533,0.515927851,0.378151268,0.669902921
0.536116112,0.515927851,0.378151268,0.669902921
0.536903690,0.515927851,0.378151268,0.669902921
0.537691269,0.515927851,0.378151268,0.669902921
0.538478848,0.515927851,0.378151268,0.669902921
0.539266427,0.515927851,0.378151268,0.669902921
0.540054005,0.515927851,0.378151268,0.669902921
0.540841584,0.515927851,0.378151268,0.669902921
0.541629163,0.515927851,0.378151268,0.669902921
0.542416742,0.515927851,0.378151268,0.669902921
0.543204320,0.515927851,0.378151268,0.669902921
0.543991899,0.515927851,0.378151268,0.669902921
0.544779478,0.515927851,0.378151268,0.669902921
0.545567057,0.519888163,0.384000003,0.669902921
0.546354635,0.519888163,0.384000003,0.669902921
0.547142214,0.519888163,0.384000003,0.669902921
0.547929793,0.519888163,0.384000003,0.669902921
0.548717372,0.519888163,0.384000003,0.669902921
0.549504950,0.519888163,0.384000003,0.669902921
0.550292529,0.519888163,0.384000003,0.669902921
0.551080108,0.519888163,0.384000003,0.669902921
0.551867687,0.519888163,0.384000003,0.669902921
0.552655266,0.519888163,0.384000003,0.669902921
0.553442844,0.519888163,0.384000003,0.669902921
0.554230423,0.519888163,0.384000003,0.669902921
0.555018002,0.519888163,0.384000003,0.669902921
0.555805581,0.519888163,0.384000003,0.669902921
0.556593159,0.519888163,0.384000003,0.669902921
0.557380738,0.523731589,0.384615391,0.673267305
0.558168317,0.523731589,0.384615391,0.673267305
0.558955896,0.523731589,0.384615391,0.673267305
0.559743474,0.523731589,0.384615391,0.673267305
0.560531053,0.523731589,0.384615391,0.673267305
0.561318632,0.523731589,0.384615391,0.673267305
0.562106211,0.523731589,0.384615391,0.673267305
0.562893789,0.523731589,0.384615391,0.673267305
0.563681368,0.523731589,0.384615391,0.673267305
0.564468947,0.523731589,0.384615391,0.673267305
0.565256526,0.523731589,0.384615391,0.673267305
0.566044104,0.523731589,0.384615391,0.673267305
0.566831683,0.523731589,0.384615391,0.673267305
0.567619262,0.523731589,0.384615391,0.673267305
0.568406841,0.527500451,0.388489217,0.676190495
0.569194419,0.527500451,0.388489217,0.676190495
0.569981998,0.527500451,0.388489217,0.676190495
0.570769577,0.527500451,0.388489217,0.676190495
0.571557156,0.527500451,0.388489217,0.676190495
0.572344734,0.527500451,0.388489217,0.676190495
0.573132313,0.527500451,0.388489217,0.676190495
0.573919892,0.527500451,0.388489217,0.676190495
0.574707471,0.527500451,0.388489217,0.676190495
0.575495050,0.527500451,0.388489217,0.676190495
0.576282628,0.527500451,0.388489217,0.676190495
0.577070207,0.527500451,0.388489217,0.676190495
0.577857786,0.527500451,0.388489217,0.676190495
0.578645365,0.527500451,0.388489217,0.676190495
0.579432943,0.527500451,0.388489217,0.676190495
